id,label,parentId
Shirgaon,Shirgaon,Ratnagiri
Shivar Ambere,Shivar Ambere,Ratnagiri
Someshwar,Someshwar,Ratnagiri
Talekarwadi,Talekarwadi,Ratnagiri
Taliwadi,Taliwadi,Ratnagiri
Tarwal,Tarwal,Ratnagiri
Tarwewadi,Tarwewadi,Ratnagiri
Tembhye,Tembhye,Ratnagiri
Thikanbehere,Thikanbehere,Ratnagiri
Thikan Chakradev,Thikan Chakradev,Ratnagiri
Thikandatye,Thikandatye,Ratnagiri
Thikan Soman,Thikan Soman,Ratnagiri
Thikwadi,Thikwadi,Ratnagiri
Thombarewadi,Thombarewadi,Ratnagiri
Tike,Tike,Ratnagiri
Tiwandewadi,Tiwandewadi,Ratnagiri
Tonade,Tonade,Ratnagiri
Ukshi,Ukshi,Ratnagiri
Umare,Umare,Ratnagiri
Umbarwadi,Umbarwadi,Ratnagiri
Undi,Undi,Ratnagiri
Vaidya Lavagan,Vaidya Lavagan,Ratnagiri
Valke,Valke,Ratnagiri
Varavade,Varavade,Ratnagiri
Vedarewadi,Vedarewadi,Ratnagiri
Velvand,Velvand,Ratnagiri
Vetoshi,Vetoshi,Ratnagiri
Vilaye,Vilaye,Ratnagiri
Wadajun,Wadajun,Ratnagiri
Watad,Watad,Ratnagiri
Wayangani,Wayangani,Ratnagiri
Zadgaon (Ct),Zadgaon (Ct),Ratnagiri
Zarewadi,Zarewadi,Ratnagiri
Agarewadi,Agarewadi,Sangameshwar
Ambav,Ambav,Sangameshwar
Ambavali,Ambavali,Sangameshwar
Ambed Bk.,Ambed Bk.,Sangameshwar
Ambed Kd.,Ambed Kd.,Sangameshwar
Ambet,Ambet,Sangameshwar
Anderi,Anderi,Sangameshwar
Angavali,Angavali,Sangameshwar
Antravali,Antravali,Sangameshwar
Aravali,Aravali,Sangameshwar
Asave,Asave,Sangameshwar
Asurde,Asurde,Sangameshwar
Bamnoli,Bamnoli,Sangameshwar
Belari Bk.,Belari Bk.,Sangameshwar
Belari Kh.,Belari Kh.,Sangameshwar
Belariwadi,Belariwadi,Sangameshwar
Bhadakamba,Bhadakamba,Sangameshwar
Bhekarewadi,Bhekarewadi,Sangameshwar
Bhimnagar,Bhimnagar,Sangameshwar
Bhirkond,Bhirkond,Sangameshwar
Bhorpavane,Bhorpavane,Sangameshwar
Bhovade,Bhovade,Sangameshwar
Bondye,Bondye,Sangameshwar
Borsut,Borsut,Sangameshwar
Burambad,Burambad,Sangameshwar
Chandivane,Chandivane,Sangameshwar
Chaphavali,Chaphavali,Sangameshwar
Chikhali,Chikhali,Sangameshwar
Chorvane,Chorvane,Sangameshwar
Dabhole Bk.,Dabhole Bk.,Sangameshwar
Dabhole Kh.,Dabhole Kh.,Sangameshwar
Dakhin,Dakhin,Sangameshwar
Davkhol,Davkhol,Sangameshwar
Den,Den,Sangameshwar
Devade,Devade,Sangameshwar
Devale,Devale,Sangameshwar
Devale Ghera Prachitgad,Devale Ghera Prachitgad,Sangameshwar
Devghar,Devghar,Sangameshwar
Devrukh (Ct),Devrukh (Ct),Sangameshwar
Dhamani,Dhamani,Sangameshwar
Dhamapur Tarf Devrukh,Dhamapur Tarf Devrukh,Sangameshwar
Dhamapur Tarf Sangameshwar,Dhamapur Tarf Sangameshwar,Sangameshwar
Dingni,Dingni,Sangameshwar
Dingni Kuran,Dingni Kuran,Sangameshwar
Fansat,Fansat,Sangameshwar
Ghativale,Ghativale,Sangameshwar
Ghativale Kh.,Ghativale Kh.,Sangameshwar
Ghodavali,Ghodavali,Sangameshwar
Golavali,Golavali,Sangameshwar
Gothane,Gothane,Sangameshwar
Guravwadi,Guravwadi,Sangameshwar
Harekarwadi,Harekarwadi,Sangameshwar
Harkarvane,Harkarvane,Sangameshwar
Harpude,Harpude,Sangameshwar
Hativ,Hativ,Sangameshwar
Hedali,Hedali,Sangameshwar
Jambhulwadi,Jambhulwadi,Sangameshwar
Jangalwadi,Jangalwadi,Sangameshwar
Kadvai,Kadvai,Sangameshwar
Kalambaste,Kalambaste,Sangameshwar
Kalambushi,Kalambushi,Sangameshwar
Kanalkond,Kanalkond,Sangameshwar
Kankadi,Kankadi,Sangameshwar
Kante,Kante,Sangameshwar
Karambele Tarf Devale,Karambele Tarf Devale,Sangameshwar
Karambele Tarf Sangameshwar,Karambele Tarf Sangameshwar,Sangameshwar
Karandewadi,Karandewadi,Sangameshwar
Karanjari,Karanjari,Sangameshwar
Karbhatle,Karbhatle,Sangameshwar
Karjuve,Karjuve,Sangameshwar
Karli,Karli,Sangameshwar
Kasar Kolvan,Kasar Kolvan,Sangameshwar
Kasba Sangameshwar,Kasba Sangameshwar,Sangameshwar
Kase,Kase,Sangameshwar
Katavali,Katavali,Sangameshwar
Katurdi Kond,Katurdi Kond,Sangameshwar
Khadi Kolvan,Khadi Kolvan,Sangameshwar
Kinjale,Kinjale,Sangameshwar
Kirbet,Kirbet,Sangameshwar
Kirdadi,Kirdadi,Sangameshwar
Kirduve,Kirduve,Sangameshwar
Kolambe,Kolambe,Sangameshwar
Kond Ambed,Kond Ambed,Sangameshwar
Kond Asurde,Kond Asurde,Sangameshwar
Kond Bhairav,Kond Bhairav,Sangameshwar
Kond Bhujbalrao,Kond Bhujbalrao,Sangameshwar
Kondgaon,Kondgaon,Sangameshwar
Kondgaon Kh.,Kondgaon Kh.,Sangameshwar
Kondivare,Kondivare,Sangameshwar
Kond Kadamrao,Kond Kadamrao,Sangameshwar
Kond Ozare,Kond Ozare,Sangameshwar
Kondran,Kondran,Sangameshwar
Kondumare,Kondumare,Sangameshwar
Kondye,Kondye,Sangameshwar
Kosumb,Kosumb,Sangameshwar
Kuchambe,Kuchambe,Sangameshwar
Kudavali,Kudavali,Sangameshwar
Kule,Kule,Sangameshwar
Kumbhar Khani Bk.,Kumbhar Khani Bk.,Sangameshwar
Kumbharkhani Kh.,Kumbharkhani Kh.,Sangameshwar
Kundi,Kundi,Sangameshwar
Kurdhunda,Kurdhunda,Sangameshwar
Kurdhunda Kh.,Kurdhunda Kh.,Sangameshwar
Kutgiri,Kutgiri,Sangameshwar
Lovale,Lovale,Sangameshwar
Mabhale,Mabhale,Sangameshwar
Makhajan,Makhajan,Sangameshwar
Maladewadi,Maladewadi,Sangameshwar
Manaskond,Manaskond,Sangameshwar
Manjare,Manjare,Sangameshwar
Maral,Maral,Sangameshwar
Masarang,Masarang,Sangameshwar
Math Dhamapur,Math Dhamapur,Sangameshwar
Mavalange,Mavalange,Sangameshwar
Medhe Tarf Devale,Medhe Tarf Devale,Sangameshwar
Medhe Tarf Phungus,Medhe Tarf Phungus,Sangameshwar
Meghi,Meghi,Sangameshwar
Morde,Morde,Sangameshwar
Muchari,Muchari,Sangameshwar
Muradpur,Muradpur,Sangameshwar
Murdav,Murdav,Sangameshwar
Murshi,Murshi,Sangameshwar
Musalman Wadi,Musalman Wadi,Sangameshwar
Nandlaj,Nandlaj,Sangameshwar
Narduve,Narduve,Sangameshwar
Navdi,Navdi,Sangameshwar
Nawale Wadi,Nawale Wadi,Sangameshwar
Nayari,Nayari,Sangameshwar
Nidhalewadi,Nidhalewadi,Sangameshwar
Nigudwadi,Nigudwadi,Sangameshwar
Ninave,Ninave,Sangameshwar
Nivali,Nivali,Sangameshwar
Nivdhe,Nivdhe,Sangameshwar
Nive Bk.,Nive Bk.,Sangameshwar
Nive Kh.,Nive Kh.,Sangameshwar
Ozare Bk.,Ozare Bk.,Sangameshwar
Ozare Kh.,Ozare Kh.,Sangameshwar
Ozar Khol,Ozar Khol,Sangameshwar
Pachambe,Pachambe,Sangameshwar
Pangri,Pangri,Sangameshwar
Parchuri,Parchuri,Sangameshwar
Parsharamwadi,Parsharamwadi,Sangameshwar
Patgaon,Patgaon,Sangameshwar
Pedhambe,Pedhambe,Sangameshwar
Pethwadi (N.V.),Pethwadi (N.V.),Sangameshwar
Phansavale,Phansavale,Sangameshwar
Phansavane,Phansavane,Sangameshwar
Phungus,Phungus,Sangameshwar
Pirandavane,Pirandavane,Sangameshwar
Pochari,Pochari,Sangameshwar
Pur,Pur,Sangameshwar
Purye Tarf Devale,Purye Tarf Devale,Sangameshwar
Purye Tarf Savarde,Purye Tarf Savarde,Sangameshwar
Rajivali,Rajivali,Sangameshwar
Rajwadi,Rajwadi,Sangameshwar
Rampeth,Rampeth,Sangameshwar
Rangav,Rangav,Sangameshwar
Ratambi,Ratambi,Sangameshwar
Sadavali,Sadavali,Sangameshwar
Sakhalkond,Sakhalkond,Sangameshwar
Sakharpa,Sakharpa,Sangameshwar
Sakharpa Kh.,Sakharpa Kh.,Sangameshwar
Sangave,Sangave,Sangameshwar
Sarand,Sarand,Sangameshwar
Sayale,Sayale,Sangameshwar
Shembavane,Shembavane,Sangameshwar
Shenavade,Shenavade,Sangameshwar
Shinde Amberi,Shinde Amberi,Sangameshwar
Shirambe,Shirambe,Sangameshwar
Shivane,Shivane,Sangameshwar
Shringapur,Shringapur,Sangameshwar
Sonarwadi,Sonarwadi,Sangameshwar
Sonavade,Sonavade,Sangameshwar
Songiri,Songiri,Sangameshwar
Songiri (N.V.),Songiri (N.V.),Sangameshwar
Talavade Tarf Devrukh,Talavade Tarf Devrukh,Sangameshwar
Tale,Tale,Sangameshwar
Tambedi,Tambedi,Sangameshwar
Tamhane,Tamhane,Sangameshwar
Tamhane Kh.,Tamhane Kh.,Sangameshwar
Tamnale,Tamnale,Sangameshwar
Terye,Terye,Sangameshwar
Tivare Ghera Prachitgad,Tivare Ghera Prachitgad,Sangameshwar
Tivare Tarf Devale,Tivare Tarf Devale,Sangameshwar
Tulsani,Tulsani,Sangameshwar
Tural,Tural,Sangameshwar
Ujgaon,Ujgaon,Sangameshwar
Umare,Umare,Sangameshwar
Upale,Upale,Sangameshwar
Vanzole,Vanzole,Sangameshwar
Vanzole Bk. (N.V.),Vanzole Bk. (N.V.),Sangameshwar
Vanzole Kh.,Vanzole Kh.,Sangameshwar
Vayangane,Vayangane,Sangameshwar
Vighravali,Vighravali,Sangameshwar
Vikas Nagar,Vikas Nagar,Sangameshwar
Wada Thikanat,Wada Thikanat,Sangameshwar
Wadawesarad,Wadawesarad,Sangameshwar
Wadi Adhishti,Wadi Adhishti,Sangameshwar
Wandri,Wandri,Sangameshwar
Washi Tarf Deorukh,Washi Tarf Deorukh,Sangameshwar
Washi Tarf Sangameshwar,Washi Tarf Sangameshwar,Sangameshwar
Ambewadi,Ambewadi,Atpadi
Aoutewadi,Aoutewadi,Atpadi
Atpadi,Atpadi,Atpadi
Awalai,Awalai,Atpadi
Balewadi,Balewadi,Atpadi
Banpuri,Banpuri,Atpadi
Bhingewadi,Bhingewadi,Atpadi
Bombewadi,Bombewadi,Atpadi
Chinchale,Chinchale,Atpadi
Deshmukhwadi,Deshmukhwadi,Atpadi
Dhavadwadi,Dhavadwadi,Atpadi
Dighanchi,Dighanchi,Atpadi
Galavewadi,Galavewadi,Atpadi
Ghanand,Ghanand,Atpadi
Gharniki,Gharniki,Atpadi
Gomewadi,Gomewadi,Atpadi
Gulewadi,Gulewadi,Atpadi
Hivtad,Hivtad,Atpadi
Jambhulani,Jambhulani,Atpadi
Kalewadi,Kalewadi,Atpadi
Kamth,Kamth,Atpadi
Kankatrewadi,Kankatrewadi,Atpadi
Kargani,Kargani,Atpadi
Kauthuli,Kauthuli,Atpadi
Khanjodwadi,Khanjodwadi,Atpadi
Kharsundi,Kharsundi,Atpadi
Kurundwadi,Kurundwadi,Atpadi
Lengrewadi,Lengrewadi,Atpadi
Lingiware,Lingiware,Atpadi
Madgule,Madgule,Atpadi
Malewadi,Malewadi,Atpadi
Manewadi,Manewadi,Atpadi
Maptemala,Maptemala,Atpadi
Masalwadi,Masalwadi,Atpadi
Mitki,Mitki,Atpadi
Mudhewadi,Mudhewadi,Atpadi
Nelkaranji,Nelkaranji,Atpadi
Nimbawade,Nimbawade,Atpadi
Padalkarwadi,Padalkarwadi,Atpadi
Palaskhel,Palaskhel,Atpadi
Pandharewadi,Pandharewadi,Atpadi
Parekarwadi,Parekarwadi,Atpadi
Patrewadi,Patrewadi,Atpadi
Pimpari Bk.,Pimpari Bk.,Atpadi
Pimpri Kh,Pimpri Kh,Atpadi
Pisewadi,Pisewadi,Atpadi
Pujarwadi,Pujarwadi,Atpadi
Pujarwadi,Pujarwadi,Atpadi
Rajewadi,Rajewadi,Atpadi
Sherewadi,Sherewadi,Atpadi
Shetphale,Shetphale,Atpadi
Tadawale,Tadawale,Atpadi
Talewadi,Talewadi,Atpadi
Umbargaon,Umbargaon,Atpadi
Vibhutwadi,Vibhutwadi,Atpadi
Vitthlapur,Vitthlapur,Atpadi
Wakshewadi,Wakshewadi,Atpadi
Walwan,Walwan,Atpadi
Yamaji Patalachi Wadi,Yamaji Patalachi Wadi,Atpadi
Zare,Zare,Atpadi
Achkanhalli,Achkanhalli,Jat
Akkalawadi,Akkalawadi,Jat
Ambyachiwadi,Ambyachiwadi,Jat
Amrutwadi,Amrutwadi,Jat
Ankalagi,Ankalagi,Jat
Ankale,Ankale,Jat
Antral,Antral,Jat
Asangi Jat,Asangi Jat,Jat
Asangi Turk,Asangi Turk,Jat
Avandhi,Avandhi,Jat
Bagalwadi,Bagalwadi,Jat
Bagewadi,Bagewadi,Jat
Baj,Baj,Jat
Balgaon,Balgaon,Jat
Banali,Banali,Jat
Basargi,Basargi,Jat
Belondgi,Belondgi,Jat
Belunki,Belunki,Jat
Bevanur,Bevanur,Jat
Bhivargi,Bhivargi,Jat
Bilur,Bilur,Jat
Birnal,Birnal,Jat
Borgi Bk,Borgi Bk,Jat
Borgi Kh,Borgi Kh,Jat
Dafalapur,Dafalapur,Jat
Daribadachi,Daribadachi,Jat
Darikonur,Darikonur,Jat
Devnal,Devnal,Jat
Dhavadwadi,Dhavadwadi,Jat
Dhulkarwadi,Dhulkarwadi,Jat
Dorli,Dorli,Jat
Ekundi,Ekundi,Jat
Gholeshwar,Gholeshwar,Jat
Girgaon,Girgaon,Jat
Gondhalewadi,Gondhalewadi,Jat
Guddapur,Guddapur,Jat
Gugwad,Gugwad,Jat
Gulgunjnal,Gulgunjnal,Jat
Gulvanchi,Gulvanchi,Jat
Halli,Halli,Jat
Hivare,Hivare,Jat
Jadraboblad,Jadraboblad,Jat
Jalyal Bk,Jalyal Bk,Jat
Jalyal Kh,Jalyal Kh,Jat
Jat,Jat,Jat
Jirgyal,Jirgyal,Jat
Kaganari,Kaganari,Jat
Kanthi,Kanthi,Jat
Karajagi,Karajagi,Jat
Karajanagi,Karajanagi,Jat
Karewadi,Karewadi,Jat
Karewadi (Ko),Karewadi (Ko),Jat
Kaslingwadi,Kaslingwadi,Jat
Khairao,Khairao,Jat
Khalati,Khalati,Jat
Khandnal,Khandnal,Jat
Khilarwadi,Khilarwadi,Jat
Khojanwadi,Khojanwadi,Jat
Kolgiri,Kolgiri,Jat
Konbagi,Konbagi,Jat
Kontya Boblad,Kontya Boblad,Jat
Kosari,Kosari,Jat
Kudnur,Kudnur,Jat
Kulalwadi,Kulalwadi,Jat
Kumbhari,Kumbhari,Jat
Kunikonur,Kunikonur,Jat
Lakdewadi,Lakdewadi,Jat
Lamantanda,Lamantanda,Jat
Lamantanda,Lamantanda,Jat
Lavanga,Lavanga,Jat
Lohagaon,Lohagaon,Jat
Madgyal,Madgyal,Jat
Maithal,Maithal,Jat
Mallal,Mallal,Jat
Manik Nal,Manik Nal,Jat
Mendhegiri,Mendhegiri,Jat
Mirawad,Mirawad,Jat
Mokashawadi,Mokashawadi,Jat
Morbagi,Morbagi,Jat
Motewadi,Motewadi,Jat
Motewadi,Motewadi,Jat
Muchandi,Muchandi,Jat
Navalwadi,Navalwadi,Jat
Nigadi Bk,Nigadi Bk,Jat
Nigadi Kh,Nigadi Kh,Jat
Pandharewadi,Pandharewadi,Jat
Pandozari,Pandozari,Jat
Paradhi Wasti,Paradhi Wasti,Jat
Pratapur,Pratapur,Jat
Rajobawadi,Rajobawadi,Jat
Rampur,Rampur,Jat
Ravalgundwadi,Ravalgundwadi,Jat
Revnal,Revnal,Jat
Salekari,Salekari,Jat
Salmalgewadi,Salmalgewadi,Jat
Sanamadi,Sanamadi,Jat
Sankh,Sankh,Jat
Shedyal,Shedyal,Jat
Shegaon,Shegaon,Jat
Shelkewadi (N.V.),Shelkewadi (N.V.),Jat
Siddhanath,Siddhanath,Jat
Sindur,Sindur,Jat
Singanhalli,Singanhalli,Jat
Singnapur,Singnapur,Jat
Sonalagi,Sonalagi,Jat
Sonyal,Sonyal,Jat
Sordi,Sordi,Jat
Suslad,Suslad,Jat
Tikondi,Tikondi,Jat
Tilyal,Tilyal,Jat
Tippehalli,Tippehalli,Jat
Tonewadi,Tonewadi,Jat
Umadi,Umadi,Jat
Umarani,Umarani,Jat
Untwadi,Untwadi,Jat
Utagi,Utagi,Jat
Vajrawad,Vajrawad,Jat
Vhaspeth,Vhaspeth,Jat
Vithalwadi,Vithalwadi,Jat
Waifal,Waifal,Jat
Walekhindi,Walekhindi,Jat
Walsang,Walsang,Jat
Washan,Washan,Jat
Yelavi,Yelavi,Jat
Yeldari,Yeldari,Jat
Ambak,Ambak,Kadegaon
Ambegaon,Ambegaon,Kadegaon
Amrapur,Amrapur,Kadegaon
Apsinge,Apsinge,Kadegaon
Asad,Asad,Kadegaon
Belavade,Belavade,Kadegaon
Bhikawadi Kh,Bhikawadi Kh,Kadegaon
Bombalewadi,Bombalewadi,Kadegaon
Chikhali,Chikhali,Kadegaon
Chinchani Wangi,Chinchani Wangi,Kadegaon
Devrashtre,Devrashtre,Kadegaon
Dhanewadi,Dhanewadi,Kadegaon
Hanmant Vadiye,Hanmant Vadiye,Kadegaon
Hingangaon Bk,Hingangaon Bk,Kadegaon
Hingangaon Kh,Hingangaon Kh,Kadegaon
Kadegaon,Kadegaon,Kadegaon
Kadepur,Kadepur,Kadegaon
Kanharwadi,Kanharwadi,Kadegaon
Karandewadi,Karandewadi,Kadegaon
Khambale Aundh,Khambale Aundh,Kadegaon
Kherade Vita,Kherade Vita,Kadegaon
Kheradewangi,Kheradewangi,Kadegaon
Kotawade,Kotawade,Kadegaon
Kotij,Kotij,Kadegaon
Kumbhargaon,Kumbhargaon,Kadegaon
Mohityache Vadgaon,Mohityache Vadgaon,Kadegaon
Nerli,Nerli,Kadegaon
Nevari,Nevari,Kadegaon
Nimsod,Nimsod,Kadegaon
Padali,Padali,Kadegaon
Ramapur,Ramapur,Kadegaon
Raygaon,Raygaon,Kadegaon
Renusewadi,Renusewadi,Kadegaon
Saholi,Saholi,Kadegaon
Saspade,Saspade,Kadegaon
Shalgaon,Shalgaon,Kadegaon
Shelakbav,Shelakbav,Kadegaon
Shirasgaon,Shirasgaon,Kadegaon
Shirgaon,Shirgaon,Kadegaon
Shivajinagar (Nahavi),Shivajinagar (Nahavi),Kadegaon
Shivani,Shivani,Kadegaon
Sonkire,Sonkire,Kadegaon
Sonsal,Sonsal,Kadegaon
Tadasar,Tadasar,Kadegaon
Tondoli,Tondoli,Kadegaon
Tupewadi,Tupewadi,Kadegaon
Tupewadi,Tupewadi,Kadegaon
Upale Mayani,Upale Mayani,Kadegaon
Upalewangi,Upalewangi,Kadegaon
Vadiye-Raybag,Vadiye-Raybag,Kadegaon
Vajegaon,Vajegaon,Kadegaon
Vihapur,Vihapur,Kadegaon
Wangi,Wangi,Kadegaon
Wang Rethare (N.V.),Wang Rethare (N.V.),Kadegaon
Yede,Yede,Kadegaon
Yetgaon,Yetgaon,Kadegaon
Yevlewadi,Yevlewadi,Kadegaon
Agalgaon,Agalgaon,Kavathemahankal
Agran Dhulagaon,Agran Dhulagaon,Kavathemahankal
Alkud (M),Alkud (M),Kavathemahankal
Alkud [S],Alkud [S],Kavathemahankal
Arewadi,Arewadi,Kavathemahankal
Banewadi,Banewadi,Kavathemahankal
Bassappawadi,Bassappawadi,Kavathemahankal
Borgaon,Borgaon,Kavathemahankal
Chorochi,Chorochi,Kavathemahankal
Chudekhindi,Chudekhindi,Kavathemahankal
Deshing,Deshing,Kavathemahankal
Dhalewadi,Dhalewadi,Kavathemahankal
Dhalgaon,Dhalgaon,Kavathemahankal
Dholewadi,Dholewadi,Kavathemahankal
Dudhebhavi,Dudhebhavi,Kavathemahankal
Garjewadi,Garjewadi,Kavathemahankal
Ghatnandre,Ghatnandre,Kavathemahankal
Ghorpadi,Ghorpadi,Kavathemahankal
Haroli,Haroli,Kavathemahankal
Hingangaon,Hingangaon,Kavathemahankal
Irali,Irali,Kavathemahankal
Jadhavwadi,Jadhavwadi,Kavathemahankal
Jakhapur,Jakhapur,Kavathemahankal
Jambhulwadi,Jambhulwadi,Kavathemahankal
Jayagavhan,Jayagavhan,Kavathemahankal
Kadamwadi,Kadamwadi,Kavathemahankal
Karalhutti,Karalhutti,Kavathemahankal
Karoli (T),Karoli (T),Kavathemahankal
Kavathe Mahankal,Kavathe Mahankal,Kavathemahankal
Kerewadi,Kerewadi,Kavathemahankal
Kharshing,Kharshing,Kavathemahankal
Kokale,Kokale,Kavathemahankal
Kongnoli,Kongnoli,Kavathemahankal
Kuchi,Kuchi,Kavathemahankal
Kuktoli,Kuktoli,Kavathemahankal
Kundlapur,Kundlapur,Kavathemahankal
Landgewadi,Landgewadi,Kavathemahankal
Langarpeth,Langarpeth,Kavathemahankal
Lonarwadi,Lonarwadi,Kavathemahankal
Malangaon,Malangaon,Kavathemahankal
Mhaisal (M),Mhaisal (M),Kavathemahankal
Moghamwadi,Moghamwadi,Kavathemahankal
Morgaon,Morgaon,Kavathemahankal
Nagaj,Nagaj,Kavathemahankal
Nangole,Nangole,Kavathemahankal
Nimaj,Nimaj,Kavathemahankal
Pimpalwadi,Pimpalwadi,Kavathemahankal
Rampurwadi,Rampurwadi,Kavathemahankal
Ranjani,Ranjani,Kavathemahankal
Raywadi,Raywadi,Kavathemahankal
Sarati,Sarati,Kavathemahankal
Shelkewadi,Shelkewadi,Kavathemahankal
Shindewadi G,Shindewadi G,Kavathemahankal
Shindewadi(H),Shindewadi(H),Kavathemahankal
Shirdhon,Shirdhon,Kavathemahankal
Thabadewadi,Thabadewadi,Kavathemahankal
Tisangi,Tisangi,Kavathemahankal
Vithurayachi Wadi,Vithurayachi Wadi,Kavathemahankal
Wagholi,Wagholi,Kavathemahankal
Zurewadi,Zurewadi,Kavathemahankal
Ainwadi,Ainwadi,Khanapur
Alsund,Alsund,Khanapur
Balvadi Bhalvani,Balvadi Bhalvani,Khanapur
Balvadi (Kha),Balvadi (Kha),Khanapur
Bamani,Bamani,Khanapur
Banurgad,Banurgad,Khanapur
Benapur,Benapur,Khanapur
Bhadakewadi,Bhadakewadi,Khanapur
Bhagyanagar (Bhakuchawadi),Bhagyanagar (Bhakuchawadi),Khanapur
Bhalwani,Bhalwani,Khanapur
Bhambarde,Bhambarde,Khanapur
Bhendvade,Bhendvade,Khanapur
Bhikawadi Bk.,Bhikawadi Bk.,Khanapur
Bhood,Bhood,Khanapur
Chikhalhol,Chikhalhol,Khanapur
Chinchani (Tas),Chinchani (Tas),Khanapur
Devikhindi,Devikhindi,Khanapur
Devnagar,Devnagar,Khanapur
Dhawaleshwar,Dhawaleshwar,Khanapur
Dhondewadi,Dhondewadi,Khanapur
Dhondgewadi,Dhondgewadi,Khanapur
Gardi,Gardi,Khanapur
Ghadgewadi (N.V.),Ghadgewadi (N.V.),Khanapur
Ghanwad,Ghanwad,Khanapur
Ghoti Bk,Ghoti Bk,Khanapur
Ghoti Kh,Ghoti Kh,Khanapur
Gorewadi,Gorewadi,Khanapur
Hingangade,Hingangade,Khanapur
Hivare,Hivare,Khanapur
Jadhavnagar,Jadhavnagar,Khanapur
Jadhavwadi,Jadhavwadi,Khanapur
Jakhinwadi,Jakhinwadi,Khanapur
Jondhalkhindi,Jondhalkhindi,Khanapur
Kalambi,Kalambi,Khanapur
Kamlapur,Kamlapur,Khanapur
Karanje,Karanje,Khanapur
Karve,Karve,Khanapur
Khambale Bhalvani,Khambale Bhalvani,Khanapur
Khanapur,Khanapur,Khanapur
Kurli,Kurli,Khanapur
Kusbavade,Kusbavade,Khanapur
Lengre,Lengre,Khanapur
Madhalmuthi,Madhalmuthi,Khanapur
Mahuli,Mahuli,Khanapur
Mangrul,Mangrul,Khanapur
Menganwadi,Menganwadi,Khanapur
Mohi,Mohi,Khanapur
Nagewadi,Nagewadi,Khanapur
Palashi,Palashi,Khanapur
Panchlingnagar,Panchlingnagar,Khanapur
Pare,Pare,Khanapur
Posewadi,Posewadi,Khanapur
Rajdhani Bhendwade,Rajdhani Bhendwade,Khanapur
Ramnagar (Mulanwadi),Ramnagar (Mulanwadi),Khanapur
Renavi,Renavi,Khanapur
Rewangaon,Rewangaon,Khanapur
Salshinge,Salshinge,Khanapur
Sangole,Sangole,Khanapur
Shendgewadi,Shendgewadi,Khanapur
Sultangade,Sultangade,Khanapur
Tadachiwadi,Tadachiwadi,Khanapur
Tandalgaon (Tandulwadi),Tandalgaon (Tandulwadi),Khanapur
Valuj,Valuj,Khanapur
Vasumbe,Vasumbe,Khanapur
Vejegaon,Vejegaon,Khanapur
Walkhad,Walkhad,Khanapur
Wazar,Wazar,Khanapur
Ankali,Ankali,Miraj
Arag,Arag,Miraj
Bamani,Bamani,Miraj
Bamnoli,Bamnoli,Miraj
Bedag,Bedag,Miraj
Belanki,Belanki,Miraj
Bhose,Bhose,Miraj
Bisur,Bisur,Miraj
Bolwad,Bolwad,Miraj
Budhagaon (Ct),Budhagaon (Ct),Miraj
Chabukswarwadi,Chabukswarwadi,Miraj
Dhavali,Dhavali,Miraj
Dongarwadi,Dongarwadi,Miraj
Dudhgaon,Dudhgaon,Miraj
Erandoli,Erandoli,Miraj
Gundewadi,Gundewadi,Miraj
Haripur,Haripur,Miraj
Inam Dhamani,Inam Dhamani,Miraj
Janaraowadi,Janaraowadi,Miraj
Juni Dhamani,Juni Dhamani,Miraj
Kadamwadi,Kadamwadi,Miraj
Kakadwadi,Kakadwadi,Miraj
Kalambi,Kalambi,Miraj
Kanadwadi,Kanadwadi,Miraj
Karnal,Karnal,Miraj
Karoli (M),Karoli (M),Miraj
Kasabe Digraj,Kasabe Digraj,Miraj
Kavaji Khotwadi,Kavaji Khotwadi,Miraj
Kavalapur,Kavalapur,Miraj
Kavathe Piran,Kavathe Piran,Miraj
Khanderajuri,Khanderajuri,Miraj
Kharkatwadi,Kharkatwadi,Miraj
Khatav,Khatav,Miraj
Laxmiwadi,Laxmiwadi,Miraj
Lingnur,Lingnur,Miraj
Madhavnagar (Ct),Madhavnagar (Ct),Miraj
Malewadi,Malewadi,Miraj
Malgaon,Malgaon,Miraj
Malwadi,Malwadi,Miraj
Manmodi,Manmodi,Miraj
Mhaisal(S),Mhaisal(S),Miraj
Mola Kumbhoj,Mola Kumbhoj,Miraj
Mouje Digraj,Mouje Digraj,Miraj
Nandre,Nandre,Miraj
Narwad,Narwad,Miraj
Nilaji,Nilaji,Miraj
Padmale,Padmale,Miraj
Patgaon,Patgaon,Miraj
Payappachiwadi,Payappachiwadi,Miraj
Rasulwadi,Rasulwadi,Miraj
Salgare,Salgare,Miraj
Sambarwadi,Sambarwadi,Miraj
Samdoli,Samdoli,Miraj
Santoshwadi,Santoshwadi,Miraj
Savali,Savali,Miraj
Savalwadi,Savalwadi,Miraj
Sheri Kavathe,Sheri Kavathe,Miraj
Shindewadi,Shindewadi,Miraj
Shipur,Shipur,Miraj
Siddhewadi,Siddhewadi,Miraj
Soni,Soni,Miraj
Takali,Takali,Miraj
Tanang,Tanang,Miraj
Tung,Tung,Miraj
Vaddi,Vaddi,Miraj
Vijay Nagar,Vijay Nagar,Miraj
Vyankuchiwadi,Vyankuchiwadi,Miraj
Wajegaon (N.V.),Wajegaon (N.V.),Miraj
Amanapur,Amanapur,Palus
